,author,content,description,publishedAt,source,title,url,urlToImage,count
99,Xeni Jardin,"Secretary of State Mike Pompeo today said the United States will revoke entry visas for the Saudi men accused of torturing and assassinating Washington Post contributing journalist Jamal Khashoggi at the Saudi Consulate in Istanbul, Turkey. It's the first pun… [+4635 chars]","Secretary of State Mike Pompeo today said the United States will revoke entry visas for the Saudi men accused of torturing and assassinating Washington Post contributing journalist Jamal Khashoggi at the Saudi Consulate in Istanbul, Turkey. It's the first pun…",2018-10-23 22:13:24,"{'id': None, 'name': 'Boingboing.net'}",Pompeo announces first U.S. penalties against Saudi Arabia over Jamal Khashoggi killing,https://boingboing.net/2018/10/23/weaksauce.html,https://media.boingboing.net/wp-content/uploads/2018/10/y.jpg,1
100,ehudson@hubspot.com (Elissa Hudson),"Measuring the effectiveness of digital marketing is one of the greatest challenges facing organizations today. According to HubSpot's 2018 State of Inbound report, 42% of marketers cited ""proving the ROI of our marketing activities"" as one of the biggest chal… [+12612 chars]","Measuring the effectiveness of digital marketing is one of the greatest challenges facing organizations today. According to HubSpot's 2018 State of Inbound report, 42% of marketers cited ""proving the ROI of our marketing activities"" as one of the biggest chal…",2018-10-24 01:00:00,"{'id': None, 'name': 'Hubspot.com'}",Why You're Thinking About Digital Analytics All Wrong,https://blog.hubspot.com/marketing/digital-marketing-analytics,https://blog.hubspot.com/hubfs/digital-marketing-analytics.jpg?t=1540482055924#keepProtocol,1
101,Summer Hull,"In 2016, the Chase Sapphire Reserve claimed the (unofficial) throne of rewards credit cards. It didn’t really matter if you were a single business traveler who lived in Manhattan or a family of four from Omaha, the Sapphire Reserve was the rewards card to bea… [+7132 chars]","In 2016, the Chase Sapphire Reserve claimed the (unofficial) throne of rewards credit cards. It didn’t really matter if you were a single business traveler who lived in Manhattan or a family of four from Omaha, the Sapphire Reserve was the rewards card to bea…",2018-10-24 02:15:06,"{'id': None, 'name': 'Thepointsguy.com'}",Has the Chase Sapphire Reserve Been Dethroned for Family Travelers?,http://thepointsguy.com/news/has-chase-sapphire-reserve-been-dethroned-for-family-travelers/,https://i1.wp.com/thepointsguy.com/wp-content/uploads/2018/11/GettyImages-528614614.jpg?fit=4200%2C2804px&ssl=1,1
102,Charlie Campbell / Hanoi,"Hanoi’s notorious traffic was its usual bedlam Wednesday morning, as swirling eddies of motorbikes and taxis raced past harried commuters with psychotic abandon. But away from the orderly anarchy, one man in the sprawling Vietnamese capital was waking up to u… [+5456 chars]",Nguyen Phu Trong has been confirmed by Vietnam's rubberstamp parliament as the Southeast Asian nation's new president,2018-10-24 05:27:09,"{'id': 'time', 'name': 'Time'}",Vietnam Begins Life Under New Strongman President Nguyen Phu Trong,http://time.com/5432855/nguyen-phu-trong-vietnam-president/,https://timedotcom.files.wordpress.com/2018/10/gettyimages-1052802010.jpg?quality=85,1
103,Warren Murray,"Top story: Still letting and getting away with it Hello, Warren Murray here to bump-start your Wednesday. Rogue landlords banned by councils are continuing to operate, a Guardian/ITV investigation has revealed. Local authorities, meanwhile, have failed to mak… [+7662 chars]","How banned operators stay in business … escalator horror in Rome … and Trump points finger at Saudi crown prince over Khashoggi murder Hello, Warren Murray here to bump-start your Wednesday. Continue reading...",2018-10-24 05:29:52,"{'id': 'the-guardian-au', 'name': 'The Guardian (AU)'}",Wednesday briefing: Serial rogue landlords exposed,https://www.theguardian.com/world/2018/oct/24/wednesday-briefing-serial-rogue-landlords-exposed,https://i.guim.co.uk/img/media/cdb98bf5012e1dca5cff4bd08cddd8265e9d7898/0_0_3444_2067/master/3444.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&s=3877bbba98ae9c74955e29571a0baf4b,1
104,Steven Poole,"R emember the sharing economy? That rhetoric looks more comically disingenuous than ever in light of the news that a single Airbnb user in Barcelona is managing a portfolio of properties that brings in an eye-watering £33,000 a day in high season. Old neighbo… [+4334 chars]","Barcelona is an extreme case, but certainly the law needs to catch up so Airbnb doesn’t price locals out of their community Remember the “sharing economy”? That rhetoric looks more comically disingenuous than ever in light of the news that a single Airbnb use…",2018-10-24 08:30:27,"{'id': 'the-guardian-au', 'name': 'The Guardian (AU)'}",AirBnb can’t go on unregulated – it does too much damage to cities | Steven Poole,https://www.theguardian.com/commentisfree/2018/oct/24/airbnb-unregulated-damage-cities-barcelona-law-locals,https://i.guim.co.uk/img/media/65e459b163c5fddaa9cfbc44ca10f92cf68d250c/0_132_4200_2520/master/4200.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctb3BpbmlvbnMucG5n&s=07fc96ec13ed6578cd5c98aebb2eeefc,1
105,90Min,"It's been a seamless transition back into the domestic swing of things, with a weekend goal glut firmly putting the Nations League-filled international break in our rear view mirrors. Speaking of seamless transitions, what better place to start the dissection… [+5562 chars]",News from around the web.,2018-10-24 10:15:01,"{'id': None, 'name': 'Si.com'}",The Week That Was: Arsenal's Perfect 10 Hints at Resurgence But Title Challenge Talk Is Premature,https://www.si.com/soccer/2018/10/24/week-was-arsenals-perfect-10-hints-resurgence-title-challenge-talk-premature,https://imagesvc.timeincapp.com/v3/mm/image?url=https://cdn-s3.si.com/images/arsenal-fc-v-leicester-city-premier-league-5bceeb42df970d8248000001.jpg&w=1200&h=628&c=sc&poi=face&q=85,1
106,https://www.facebook.com/bbcnews,"Media caption Jamal Khashoggi and how Saudi critics keep going missing Type ""Erdogan slams"" into Google and the list is endless - the UN, the EU, Israel, French intellectuals, the Netherlands, Germany. The last two were labelled ""Nazis"" and ""fascists"" by Turk… [+4792 chars]","BBC News Jamal Khashoggi murder: What is Turkey's game with Saudi Arabia? BBC News Type ""Erdogan slams…"" into Google and the list is endless - the UN, the EU, Israel, French intellectuals, the Netherlands, Germany. The last two were labelled ""Nazis"" and ""fasc…",2018-10-24 11:40:03,"{'id': None, 'name': 'Bbc.com'}",Jamal Khashoggi murder: What is Turkey's game with Saudi Arabia? - BBC News,https://www.bbc.com/news/world-europe-45963642,https://ichef.bbci.co.uk/images/ic/1024x576/p06phklh.jpg,1
107,Már Másson Maack,"Apples CEO, Tim Cook, just endorsed EUs push for stricter privacy regulation and defining privacy as a fundamental right, during his keynote address at a privacy conference in Brussels today too bad corporate taxes werent part of the discussion. Our own infor… [+3668 chars]","Apple‘s CEO, Tim Cook, just endorsed EU‘s push for stricter privacy regulation and defining privacy as a fundamental right, during his keynote address at a privacy conference in Brussels today — too bad corporate taxes weren’t part of the discussion. “Our own…",2018-10-24 11:41:39,"{'id': 'the-next-web', 'name': 'The Next Web'}",Tim Cook supports EU’s strict privacy laws — but thinks taxes are ‘crap’,https://thenextweb.com/?p=1160979,https://img-cdn.tnwcdn.com/image/tnw?filter_last=1&fit=1280%2C640&url=https%3A%2F%2Fcdn0.tnwcdn.com%2Fwp-content%2Fblogs.dir%2F1%2Ffiles%2F2018%2F10%2FTim-Cook-will-support-EU%E2%80%99s-strict-privacy-laws-%E2%80%94-but-what-about-taxes_.png&signature=92a4f4617f5470e0512ba3c8dcc36cf4,1
108,Tejal Rao,"In January 1940, in the pages of this very magazine, a writer by the excellent name of Hudson Strode published an article with the headline “Sisu: A Word That Explains Finland.” A Finnish concept that’s tricky to translate into English with any real precision… [+26804 chars]","The story of how Kit Kats, once a British chocolate export, became a booming business from Hokkaido to Tokyo — and changed expectations about what a candy bar could be.",2018-10-24 11:53:15,"{'id': 'the-new-york-times', 'name': 'The New York Times'}","In Japan, the Kit Kat Isn’t Just a Chocolate. It’s an Obsession",https://www.nytimes.com/interactive/2018/10/24/magazine/candy-kit-kat-japan.html,https://static01.nyt.com/images/2018/10/28/magazine/28mag-kitkat-gif/28mag-kitkat-gif-facebookJumbo.jpg,1
109,Nick Douglas,"If youve ever listened to a podcast, youve heard of Mailchimp. (Mail...kimp?) We talked to Ben Chestnut, CEO and co-founder of the email newsletter company that grew to half a billion dollars in revenue without ever taking any venture capital. Ben reveals the… [+6746 chars]","If you’ve ever listened to a podcast, you’ve heard of Mailchimp. (“Mail...kimp?”) We talked to Ben Chestnut, CEO and co-founder of the email newsletter company that grew to half a billion dollars in revenue without ever taking any venture capital. Ben reveals…",2018-10-24 13:00:00,"{'id': None, 'name': 'Lifehacker.com'}","I'm Mailchimp Co-founder Ben Chestnut, and This Is How I Work",https://lifehacker.com/im-mailchimp-co-founder-ben-chestnut-and-this-is-how-i-1827110952,"https://i.kinja-img.com/gawker-media/image/upload/s--9T41rmaH--/c_fill,fl_progressive,g_center,h_900,q_80,w_1600/knlow6mx23yjky3yk0vp.jpg",1
110,,By Pepperdine Graziadio Business School Congratulations to the 2018 Pepperdine Most Fundable Companies. We scoured thousands of early-stage startups across the nation looking for companies worthy of serious investor consideration. These 15 select companies ro… [+32118 chars],,2018-10-24 13:22:32,"{'id': None, 'name': 'Entrepreneur.com'}",Pepperdine's Most Fundable Companies of 2018,https://www.entrepreneur.com/slideshow/321817,https://assets.entrepreneur.com/content/3x2/2000/20181017144455-mfc-image-entrepreneur.jpeg,1
111,Carol Tice,"October 24, 2018 5 min read Opinions expressed by Entrepreneur contributors are their own. When most entrepreneurs think about raising money online, hopping on Kickstarter is probably what comes to mind. But, the big brand name in crowdfunding has its drawbac… [+6244 chars]","If your company fits one of the niches that has its own crowdfunding sites, it's worth considering using a specialized platform.",2018-10-24 13:30:00,"{'id': None, 'name': 'Entrepreneur.com'}",Beyond Kickstarter: 10 Niche Crowdfunding Platforms for Startups,https://www.entrepreneur.com/article/321917,https://assets.entrepreneur.com/content/3x2/2000/20181022190334-GettyImages-501891080.jpeg,1
112,https://www.facebook.com/bbcnews,Image copyright EPA Image caption The crown prince is scheduled to be on a panel at the forum The Saudi crown prince is expected to speak at a business forum in Riyadh and will be eagerly watched for comments on the murder of writer Jamal Khashoggi. Mohammed … [+5491 chars],The Saudi crown prince will be watched for any comments on the death of the writer in Turkey.,2018-10-24 13:35:16,"{'id': 'bbc-news', 'name': 'BBC News'}",Khashoggi murder: Crown prince due to speak at business forum,https://www.bbc.co.uk/news/world-middle-east-45968185,https://ichef.bbci.co.uk/news/1024/branded_news/9BE7/production/_104011993_mediaitem104011992.jpg,1
113,https://www.facebook.com/bbcnews,Image copyright EPA Image caption The crown prince is now at the forum but has not yet spoken The Saudi crown prince is expected to speak at a business forum in Riyadh and will be eagerly watched for comments on the murder of writer Jamal Khashoggi. Mohammed … [+5475 chars],"BBC News Khashoggi murder: Crown prince due to speak at business forum BBC News The Saudi crown prince is expected to speak at a business forum in Riyadh and will be eagerly watched for comments on the murder of writer Jamal Khashoggi. Mohammed bin Salman, li…",2018-10-24 13:35:53,"{'id': None, 'name': 'Bbc.com'}",Khashoggi murder: Crown prince due to speak at business forum - BBC News,https://www.bbc.com/news/world-middle-east-45968185,https://ichef.bbci.co.uk/news/1024/branded_news/9BE7/production/_104011993_mediaitem104011992.jpg,1
114,Guardian Staff,"Andrew Sentance Senior economic adviser at the accountancy group PwC and a member of the Bank of Englands monetary policy committee (MPC) 2006 to 2011 Once again, we have passed through a month in which there has been a mix of economic news. On the positive s… [+4084 chars]","With optimism low and investment very weak, Philip Hammond faces a difficult task UK goes it alone just as world faces tough times How has Brexit vote affected UK economy? October verdict Senior economic adviser at the accountancy group PwC and a member of th…",2018-10-24 14:40:47,"{'id': 'the-guardian-au', 'name': 'The Guardian (AU)'}",Britain's last budget before Brexit needs to be bold – experts debate data,https://www.theguardian.com/business/2018/oct/24/britains-last-budget-before-brexit-needs-to-be-bold-experts-debate-data,https://i.guim.co.uk/img/media/164c8b079849ec6cf2bea1b896a2cd1b3f1e611b/0_228_3500_2101/master/3500.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctb3BpbmlvbnMucG5n&s=ab034b16c476632a1589071863ba2c86,1
